merchant,category,amt,trans_date_trans_time,first,last
Eye Doctor Visit,personal_care,11.21,2019-01-01 19:00:20,Kenneth,Sanchez
Dunkin Donuts,food_dining,80.86,2019-01-01 19:01:45,Barbara,Lowe
Planet Fitness Gym,health_fitness,130.49,2019-01-01 19:01:52,Rachel,Daniels
Eye Doctor Visit,personal_care,100.44,2019-01-01 19:01:57,Stephanie,Gill
Nail Salon Manicure,personal_care,38.06,2019-01-01 19:02:16,Larry,Vaughan
Health Checkup,health_fitness,40.88,2019-01-01 19:02:40,Sarah,Bell
Lawn Care Service,home,18.54,2019-01-01 19:02:56,Joseph,Moody
Gold Gym Membership,health_fitness,147.93,2019-01-01 19:03:30,Kimberly,Bush
Planet Fitness Gym,health_fitness,49.75,2019-01-01 19:04:05,Antonio,Koch
Pet Food,kids_pets,81.76,2019-01-01 19:04:10,Linda,Gonzalez
Utilities Bill,home,35.97,2019-01-01 19:05:02,Melinda,Gutierrez
Applebees Grill,food_dining,81.48,2019-01-01 19:05:26,Theresa,Blackwell
Mortgage Payment,home,75.44,2019-01-01 19:05:33,Micheal,Hernandez
Personal Grooming,personal_care,81.61,2019-01-01 19:06:20,Bryan,Pugh
Hair Salon Cut,personal_care,163.88,2019-01-01 19:06:32,Margaret,Gibson
Beauty Supply Store,personal_care,1.24,2019-01-01 19:06:37,Aaron,Pena
United Airlines,travel,4.52,2019-01-01 19:06:45,Stephanie,Middleton
TJ Maxx,shopping_pos,9.59,2019-01-01 19:07:05,Ashley,Cruz
Food Truck,food_dining,83.19,2019-01-01 19:07:05,Bradley,Anderson
Burger King,food_dining,1.88,2019-01-01 19:07:22,Larry,House
Plumber Service,home,48.4,2019-01-01 19:07:34,Ashley,Whitney
Yoga Studio Class,health_fitness,28.93,2019-01-01 19:08:18,Brenda,Johnson
Movie Tickets,entertainment,1.16,2019-01-01 19:08:48,Brenda,Johnson
Apple Music,entertainment,34.67,2019-01-01 19:08:52,Jessica,Garcia
Medical Appointment,health_fitness,6.26,2019-01-01 19:09:18,Gina,Gomez
Kids Activities,kids_pets,41.03,2019-01-01 19:09:22,Ellen,Smith
Olive Garden Restaurant,food_dining,29.85,2019-01-01 19:09:32,Lauren,Butler
Target Online,shopping_net,3.94,2019-01-01 19:09:37,Joseph,Gonzalez
Subway Sandwich,food_dining,60.29,2019-01-01 19:11:15,Ryan,Johnson
Home Improvement,home,50.33,2019-01-01 19:11:59,Vincent,Waller
Enterprise Rental,travel,8.43,2019-01-01 19:12:03,Benjamin,Robinson
Travel Booking,travel,5.33,2019-01-01 19:13:10,Joseph,Moody
Pet Food,kids_pets,1.96,2019-01-01 19:13:12,Laura,Casey
IKEA Furniture,home,14.11,2019-01-01 19:13:57,Joseph,Moody
Restaurant Dinner,food_dining,94.45,2019-01-01 19:14:35,Ashley,Cruz
School Supplies,kids_pets,13.51,2019-01-01 19:15:21,Karen,Johnson
Kids Activities,kids_pets,14.93,2019-01-01 19:15:35,Kenneth,Edwards
Forever 21,shopping_pos,185.87,2019-01-01 19:15:36,Crystal,Gamble
Home Improvement,home,44.53,2019-01-01 19:16:24,Christine,Burns
Amazon Purchase,shopping_net,4.01,2019-01-01 19:16:25,David,Everett
Diner Breakfast,food_dining,92.13,2019-01-01 19:16:37,David,Cole
Cleaning Service,home,2.93,2019-01-01 19:16:47,Dawn,Stephens
Petco Pet Store,kids_pets,19.56,2019-01-01 19:16:52,Robert,Evans
Ice Cream Shop,food_dining,6.86,2019-01-01 19:17:32,Richard,Carter
Pet Care,kids_pets,11.59,2019-01-01 19:17:45,Sara,Ramirez
Ulta Beauty,personal_care,100.08,2019-01-01 19:18:04,Jamie,Carr
Beauty Treatment,personal_care,17.18,2019-01-01 19:18:08,Allison,Ayala
Health Checkup,health_fitness,73.76,2019-01-01 19:18:18,Jamie,Carr
Nail Salon Manicure,personal_care,49.53,2019-01-01 19:18:42,Robert,Drake
Paint Store,home,89.82,2019-01-01 19:19:05,Matthew,Lambert
Walmart Online,shopping_net,21.63,2019-01-01 19:19:08,Christine,Shaffer
Toys R Us,kids_pets,42.61,2019-01-01 19:19:40,Ryan,Johnson
Victoria Secret,shopping_pos,7.29,2019-01-01 19:20:06,Brenda,Perez
Avis Rental Car,travel,9.64,2019-01-01 19:21:05,Joseph,Wagner
Nail Salon Manicure,personal_care,22.26,2019-01-01 19:22:00,Jared,Walters
Dentist Appointment,personal_care,81.94,2019-01-01 19:22:34,Anthony,Roberts
Hardware Store,home,49.89,2019-01-01 19:22:49,Kevin,Elliott
Movie Tickets,entertainment,4.12,2019-01-01 19:23:20,Roberta,Mccarthy
Child Care,kids_pets,49.98,2019-01-01 19:24:09,Teresa,Blankenship
United Airlines,travel,3.58,2019-01-01 19:24:38,Allison,Ayala
School Supplies,kids_pets,114.22,2019-01-01 19:24:47,Derek,Bentley
Panera Bread,food_dining,17.55,2019-01-01 19:25:04,David,Thomas
Walgreens Prescription,health_fitness,7.07,2019-01-01 19:26:00,Anthony,Roberts
Fashion Retail,shopping_pos,672.79,2019-01-01 19:26:08,Thomas,Sullivan
Kohls Department,shopping_pos,3.68,2019-01-01 19:27:42,Eddie,Mendez
Kids Activities,kids_pets,15.33,2019-01-01 19:29:10,James,Reese
Car Loan Payment,misc_pos,134.99,2019-01-01 19:29:15,Stephanie,Gill
Gaming Subscription,entertainment,9.17,2019-01-01 19:29:38,Ashley,Whitney
Nordstrom Store,shopping_pos,4.99,2019-01-01 19:30:23,Danielle,Yu
American Airlines,travel,6.72,2019-01-01 19:30:34,Gary,Martinez
Target Toys,kids_pets,154.47,2019-01-01 19:30:51,Robert,Nguyen
IKEA Furniture,home,109.41,2019-01-01 19:31:05,Jeremy,Moore
LA Fitness,health_fitness,73.81,2019-01-01 19:31:15,Collin,Brown
Nail Salon Manicure,personal_care,71.86,2019-01-01 19:31:45,Bryan,Miller
Mortgage Payment,home,20.6,2019-01-01 19:32:28,Alicia,Miller
Disney Plus,entertainment,40.83,2019-01-01 19:32:37,Michael,Fisher
Bakery,food_dining,59.59,2019-01-01 19:32:46,Matthew,Huerta
Prescription Medicine,health_fitness,168.64,2019-01-01 19:32:47,Shannon,Bell
Dentist Appointment,personal_care,43.76,2019-01-01 19:32:50,Sara,Ramirez
TJ Maxx,shopping_pos,2.17,2019-01-01 19:33:13,Christina,Eaton
Etsy Handmade,shopping_net,52.57,2019-01-01 19:34:14,Lauren,Torres
Wendys Restaurant,food_dining,1.29,2019-01-01 19:35:09,Carol,Dillon
Regal Cinemas,entertainment,46.28,2019-01-01 19:35:11,Cristian,Jones
Etsy Handmade,shopping_net,1.3,2019-01-01 19:35:54,Angie,Jones
Doctor Visit,health_fitness,29.48,2019-01-01 19:35:55,Larry,House
Sports Game Tickets,entertainment,20.76,2019-01-01 19:36:24,Alex,White
Applebees Grill,food_dining,55.57,2019-01-01 19:36:51,Lauren,Torres
Macys Department,shopping_pos,8.31,2019-01-01 19:37:09,Susan,Hardy
Electrician Work,home,49.93,2019-01-01 19:38:20,Tara,Richards
Airbnb Rental,travel,1.73,2019-01-01 19:38:25,Brittany,Cox
Hardware Store,home,262.12,2019-01-01 19:39:09,James,Stephens
Internet Bill,home,37.15,2019-01-01 19:39:13,Scott,Fuller
Nail Salon Manicure,personal_care,3.09,2019-01-01 19:39:59,Nathan,Mendoza
Nordstrom Store,shopping_pos,6.53,2019-01-01 19:42:13,Justin,Bell
Hair Salon Cut,personal_care,100.65,2019-01-01 19:43:31,Joseph,Nixon
Spotify Premium,entertainment,1.21,2019-01-01 19:43:38,Valerie,Davis
House Maintenance,home,77.95,2019-01-01 19:44:31,Rebecca,Butler
Menards Hardware,home,35.91,2019-01-01 19:45:33,Frederick,Robinson
Ulta Beauty,personal_care,43.36,2019-01-01 19:46:13,Susan,Hernandez
Health Checkup,health_fitness,25.28,2019-01-01 19:47:08,Adam,Stark
Eye Doctor Visit,personal_care,8.22,2019-01-01 19:47:15,Danielle,Evans
Beauty Supply Store,personal_care,20.93,2019-01-01 19:47:18,Julia,Bell
Walgreens Prescription,health_fitness,37.39,2019-01-01 19:47:31,Jessica,Dominguez
Baby Store Purchase,kids_pets,3.51,2019-01-01 19:48:03,Angela,Ross
Salon Services,personal_care,20.71,2019-01-01 19:49:33,Tanya,Williams
Beauty Treatment,personal_care,4.36,2019-01-01 19:51:11,Ana,Howell
Web Store,shopping_net,1.43,2019-01-01 19:51:31,Michelle,Woods
Bakery,food_dining,4.92,2019-01-01 19:52:04,Stacy,Lambert
Etsy Handmade,shopping_net,13.21,2019-01-01 19:52:42,Jason,Singh
Zara Clothing,shopping_pos,5.92,2019-01-01 19:52:48,Candice,Brown
Salon Services,personal_care,1.31,2019-01-01 19:52:54,Monica,Tucker
Utilities Bill,home,14.41,2019-01-01 19:52:59,Danielle,Hayden
Southwest Airlines Ticket,travel,6.62,2019-01-01 19:53:18,Michelle,Anderson
Aldi Grocery,grocery_pos,67.54,2019-01-01 19:53:19,Victoria,Fleming
Cleaning Service,home,36.16,2019-01-01 19:53:43,Rachel,Daniels
Beauty Treatment,personal_care,29.24,2019-01-01 19:54:19,Jack,Hill
Pet Food,kids_pets,68.16,2019-01-01 19:54:46,Danielle,Evans
TJ Maxx,shopping_pos,2.56,2019-01-01 19:54:57,Linda,Davis
Online Shopping,shopping_net,229.06,2019-01-01 19:55:22,Jessica,Perez
Online Service Fee,misc_net,69.29,2019-01-01 19:55:27,Carrie,Washington
Personal Grooming,personal_care,27.31,2019-01-01 19:56:17,Paula,Estrada
Cleaning Service,home,22.22,2019-01-01 19:56:59,Kimberly,Miller
Beauty Supply Store,personal_care,227.33,2019-01-01 19:57:39,William,Cannon
Electric Bill,home,85.96,2019-01-01 19:58:16,John,Vega
Massage Therapy,personal_care,47.86,2019-01-01 19:58:17,Beth,Lambert
Pet Grooming Service,kids_pets,2.72,2019-01-01 19:59:10,Angela,Hodges
Personal Grooming,personal_care,65.63,2019-01-01 19:59:13,Ryan,Joseph
Rent Payment,home,48.25,2019-01-01 20:00:10,David,Thomas
Rite Aid Pharmacy,misc_pos,3.76,2019-01-01 20:00:20,Gina,Morrison
Dentist Appointment,personal_care,30.94,2019-01-01 20:01:00,Sabrina,Nolan
Vacation Rental,travel,2.1,2019-01-01 20:01:17,Taylor,Khan
Gold Gym Membership,health_fitness,5.96,2019-01-01 20:01:56,Lauren,Anderson
Zara Clothing,shopping_pos,47.5,2019-01-01 20:02:02,Stephanie,Taylor
Sephora Cosmetics,personal_care,69.78,2019-01-01 20:02:10,Rebecca,Erickson
Eye Doctor Visit,personal_care,69.54,2019-01-01 20:02:14,Lisa,Mendez
Gold Gym Membership,health_fitness,71.62,2019-01-01 20:02:20,Aaron,Murray
Diner Breakfast,food_dining,142.57,2019-01-01 20:03:23,Larry,House
Convenience Store,misc_pos,6.83,2019-01-01 20:04:15,Adam,Santos
Old Navy Clothing,shopping_pos,64.12,2019-01-01 20:04:28,Jessica,Ward
Rent Payment,home,121.21,2019-01-01 20:04:43,Crystal,Fuller
Beauty Treatment,personal_care,74.9,2019-01-01 20:04:49,Nathan,Byrd
Marshall Store,shopping_pos,1.37,2019-01-01 20:04:55,Candice,Brown
AMC Movie Theater,entertainment,9.76,2019-01-01 20:04:59,Kenneth,Edwards
Property Tax,home,14.48,2019-01-01 20:05:00,Ellen,Smith
Zappos Shoes,shopping_net,7.35,2019-01-01 20:05:05,Mark,Wood
Toys R Us,kids_pets,79.25,2019-01-01 20:05:22,Erika,Anderson
JCPenney,shopping_pos,5.2,2019-01-01 20:05:32,Kevin,Elliott
Panera Bread,food_dining,93.82,2019-01-01 20:07:52,Joseph,Wagner
Dentist Appointment,personal_care,23.01,2019-01-01 20:08:39,Sara,Ramirez
Beauty Supply Store,personal_care,161.16,2019-01-01 20:09:03,Tracy,Conway
Dermatologist,personal_care,24.77,2019-01-01 20:09:45,Elizabeth,Maxwell
Target Toys,kids_pets,59.22,2019-01-01 20:12:01,William,Jenkins
Prescription Medicine,health_fitness,12.3,2019-01-01 20:12:22,Kylie,Kirby
Beauty Supply Store,personal_care,34.15,2019-01-01 20:12:42,Stephanie,Taylor
PayPal Payment,misc_net,135.45,2019-01-01 20:12:50,David,Hughes
Bakery,food_dining,28.3,2019-01-01 20:13:22,David,Wolfe
Enterprise Rental,travel,9.04,2019-01-01 20:13:51,Dustin,Roberts
Local Restaurant,food_dining,4.76,2019-01-01 20:14:50,Samuel,Jenkins
Nordstrom Online,shopping_net,5.04,2019-01-01 20:15:19,Danielle,Evans
H&M Fashion,shopping_pos,4.26,2019-01-01 20:15:25,Tara,Campbell
House Rent,home,57.45,2019-01-01 20:15:26,Christopher,Castaneda
Beauty Supply Store,personal_care,29.8,2019-01-01 20:16:25,Kristina,Lewis
Forever 21,shopping_pos,6.49,2019-01-01 20:16:25,Jessica,Potter
Menards Hardware,home,88.69,2019-01-01 20:17:30,Thomas,Hale
Water Bill,home,42.98,2019-01-01 20:20:01,Tommy,Dixon
Doctor Visit,health_fitness,130.01,2019-01-01 20:20:03,Shannon,Williams
Theme Park,entertainment,6.36,2019-01-01 20:20:47,Brenda,Perez
Salon Services,personal_care,16.19,2019-01-01 20:21:20,Christopher,Gilbert
Home Loan,home,45.67,2019-01-01 20:21:24,Susan,Hardy
Yoga Studio Class,health_fitness,46.25,2019-01-01 20:22:22,John,Stevens
Life Insurance Payment,misc_pos,3.15,2019-01-01 20:22:27,Lauren,Anderson
Donut Shop,food_dining,4.04,2019-01-01 20:23:51,Judy,Hogan
Hotel Accommodation,travel,5.38,2019-01-01 20:24:55,Ruth,Fuller
CVS Pharmacy Medicine,health_fitness,63.44,2019-01-01 20:25:03,Justin,Bell
Theme Park,entertainment,73.52,2019-01-01 20:25:20,Christopher,Odom
Red Lobster,food_dining,30.28,2019-01-01 20:26:10,Danielle,Yu
Pet Grooming Service,kids_pets,12.04,2019-01-01 20:26:17,Jordan,May
Kids Clothing Store,kids_pets,9.39,2019-01-01 20:26:27,Francisco,Kemp
Pet Food,kids_pets,141.46,2019-01-01 20:26:39,Matthew,Russell
Hilton Hotel,travel,4.7,2019-01-01 20:27:02,Barbara,Norman
Pizza Hut,food_dining,26.28,2019-01-01 20:27:33,William,Cannon
Diaper Purchase,kids_pets,49.4,2019-01-01 20:27:53,Michael,Lee
Nail Salon Manicure,personal_care,12.37,2019-01-01 20:28:18,Diana,Jacobs
Lawn Care Service,home,43.36,2019-01-01 20:30:03,Jennifer,Black
Regal Cinemas,entertainment,36.91,2019-01-01 20:31:41,Jennifer,Bishop
Pet Grooming Service,kids_pets,22.67,2019-01-01 20:32:27,Alan,Howard
Ice Cream Shop,food_dining,2.91,2019-01-01 20:33:27,Valerie,Davis
Petco Pet Store,kids_pets,305.12,2019-01-01 20:33:51,Dorothy,Thomas
Hospital Bill,health_fitness,73.89,2019-01-01 20:34:54,Joseph,Davis
Barber Shop,personal_care,37.72,2019-01-01 20:34:57,Destiny,Lowe
Nordstrom Online,shopping_net,4.96,2019-01-01 20:35:24,Lauren,Anderson
Taco Bell,food_dining,24.97,2019-01-01 20:35:51,Ellen,Carrillo
Target Toys,kids_pets,135.04,2019-01-01 20:36:04,Debra,Becker
Disney Plus,entertainment,2.98,2019-01-01 20:37:01,Donald,Evans
Department Store,shopping_pos,6.28,2019-01-01 20:38:41,Jeremy,Whitney
Kohls Department,shopping_pos,4.1,2019-01-01 20:38:56,Samuel,Johnston
Burger King,food_dining,54.3,2019-01-01 20:39:19,Taylor,Khan
House Maintenance,home,122.8,2019-01-01 20:39:29,Shelby,Mitchell
Apartment Rent,home,3.12,2019-01-01 20:39:56,William,Perry
Internet Order,shopping_net,2.31,2019-01-01 20:40:02,Katherine,Tucker
Daycare Payment,kids_pets,49.81,2019-01-01 20:40:14,Mark,Brown
Walmart Shopping,shopping_pos,1.16,2019-01-01 20:40:47,Jackie,Davis
Internet Order,shopping_net,28.73,2019-01-01 20:41:51,Becky,Mckinney
Zara Clothing,shopping_pos,7.24,2019-01-01 20:42:08,Daniel,Escobar
Regal Cinemas,entertainment,34.5,2019-01-01 20:42:50,Monica,Tucker
Yoga Studio Class,health_fitness,41.8,2019-01-01 20:42:51,Ashley,Cabrera
Hardware Store,home,33.78,2019-01-01 20:43:33,Lisa,Hendrix
Prescription Medicine,health_fitness,86.19,2019-01-01 20:44:05,Dawn,Gray
Pet Grooming Service,kids_pets,51.46,2019-01-01 20:44:51,Christian,Roman
Spotify Premium,entertainment,64.49,2019-01-01 20:45:06,Christopher,Miller
Home Repair,home,34.75,2019-01-01 20:45:26,Debbie,Hughes
Day Spa,personal_care,31.76,2019-01-01 20:45:41,Lisa,Collins
Macys Department,shopping_pos,9.43,2019-01-01 20:46:03,John,Myers
Gold Gym Membership,health_fitness,49.34,2019-01-01 20:46:05,Erin,Chavez
Taco Bell,food_dining,7.96,2019-01-01 20:46:25,Jose,Vasquez
LA Fitness,health_fitness,113.72,2019-01-01 20:47:11,Joshua,Mendoza
Prescription Medicine,health_fitness,71.37,2019-01-01 20:47:13,Martin,Duarte
Home Depot Store,home,99.85,2019-01-01 20:47:32,Dale,Smith
Beauty Supply Store,personal_care,38.88,2019-01-01 20:47:37,Cesar,Smith
Movie Tickets,entertainment,49.0,2019-01-01 20:47:42,Allison,Ayala
Fashion Retail,shopping_pos,3.33,2019-01-01 20:48:16,Cheryl,Melton
HOA Fee,home,41.12,2019-01-01 20:48:21,Nicholas,Thornton
Toys R Us,kids_pets,203.37,2019-01-01 20:49:02,Benjamin,Martin
United Airlines,travel,542.74,2019-01-01 20:49:03,Robert,Goodman
Walgreens Prescription,health_fitness,21.2,2019-01-01 20:49:25,Krystal,Key
Chilis Restaurant,food_dining,105.78,2019-01-01 20:49:42,Andrew,Mcgee
Best Buy Online,shopping_net,8.87,2019-01-01 20:50:19,Samuel,Johnston
Diaper Purchase,kids_pets,54.85,2019-01-01 20:50:23,Kimberly,Martin
Personal Grooming,personal_care,3.03,2019-01-01 20:51:12,James,Baldwin
Macys Department,shopping_pos,8.91,2019-01-01 20:51:52,Julia,Bell
Online Subscription,misc_net,9.05,2019-01-01 20:53:05,Lisa,Lowe
Diaper Purchase,kids_pets,58.46,2019-01-01 20:53:14,Robin,Smith
Donut Shop,food_dining,49.33,2019-01-01 20:53:55,Theresa,Powell
Yoga Studio Class,health_fitness,159.44,2019-01-01 20:54:45,Rachel,Lowe
Walgreens Prescription,health_fitness,6.31,2019-01-01 20:54:46,Gary,Martinez
Online Shopping,shopping_net,83.98,2019-01-01 20:55:01,Ashley,Lopez
Doctor Visit,health_fitness,30.41,2019-01-01 20:55:35,Cassandra,Sanders
Starbucks Coffee,food_dining,95.51,2019-01-01 20:56:26,Eddie,Mendez
Hardware Store,misc_pos,9.97,2019-01-01 20:56:44,Robert,Haynes
Walmart Shopping,shopping_pos,5.96,2019-01-01 20:57:25,Stephanie,Taylor
Menards Hardware,home,35.49,2019-01-01 20:58:10,Mary,Myers
Walmart Online,shopping_net,2.22,2019-01-01 20:59:59,John,Stevens
Applebees Grill,food_dining,20.12,2019-01-01 21:01:00,Debbie,Hughes
Pet Food,kids_pets,40.89,2019-01-01 21:01:15,Justin,Bell
Bowling Alley,entertainment,7.97,2019-01-01 21:01:23,Jennifer,Vance
Macys Department,shopping_pos,188.59,2019-01-01 21:02:10,Lori,Ramirez
American Airlines,travel,2.69,2019-01-01 21:02:21,Erika,Anderson
Bakery,food_dining,62.47,2019-01-01 21:03:25,Ryan,Joseph
Car Loan Payment,misc_pos,3.04,2019-01-01 21:03:31,Gina,Morrison
Apple Music,entertainment,8.34,2019-01-01 21:03:35,Jeremy,Whitney
Apartment Rent,home,5.28,2019-01-01 21:03:42,Steven,Williams
Hulu Streaming,entertainment,76.59,2019-01-01 21:04:01,Joseph,Davis
Health Insurance,misc_pos,2.52,2019-01-01 21:04:09,Jennifer,Black
Planet Fitness Gym,health_fitness,41.29,2019-01-01 21:04:12,Kristina,Stewart
Bowling Alley,entertainment,133.67,2019-01-01 21:04:21,Morgan,Smith
Hilton Hotel,travel,6.89,2019-01-01 21:06:04,Dawn,Gray
School Supplies,kids_pets,54.84,2019-01-01 21:06:17,Bill,Lane
Cafe Lunch,food_dining,60.2,2019-01-01 21:06:45,William,Jenkins
Electrician Work,home,48.81,2019-01-01 21:06:45,Larry,Williams
Disney Plus,entertainment,66.52,2019-01-01 21:07:17,Christopher,Sheppard
Apartment Rent,home,29.79,2019-01-01 21:07:58,Michael,Olson
United Airlines,travel,5.03,2019-01-01 21:09:06,Kenneth,Foster
Barber Shop,personal_care,59.22,2019-01-01 21:09:19,Shelby,Cannon
Water Bill,home,64.23,2019-01-01 21:10:39,Zachary,Allen
Delta Airlines Flight,travel,7.76,2019-01-01 21:10:56,Chris,White
Dentist Appointment,personal_care,11.35,2019-01-01 21:11:15,Jessica,Dominguez
Doctor Visit,health_fitness,106.22,2019-01-01 21:12:01,Jeffery,Brown
Doctor Visit,health_fitness,4.57,2019-01-01 21:12:06,Mary,Mcintyre
E-commerce Purchase,shopping_net,170.26,2019-01-01 21:12:07,Karen,Ryan
Target Store,shopping_pos,12.23,2019-01-01 21:12:20,Monica,West
Wendys Restaurant,food_dining,4.19,2019-01-01 21:13:23,Frank,Foster
Home Improvement,home,29.39,2019-01-01 21:13:51,Tiffany,Stephens
Daycare Payment,kids_pets,22.54,2019-01-01 21:13:52,Adam,Keller
Marshall Store,shopping_pos,1.4,2019-01-01 21:14:02,Rachel,Daniels
Petco Pet Store,kids_pets,97.56,2019-01-01 21:14:08,Jacqueline,Caldwell
Online Shopping,shopping_net,7.69,2019-01-01 21:15:17,Christine,Harris
Personal Trainer,health_fitness,105.41,2019-01-01 21:15:28,Megan,Fernandez
IKEA Furniture,home,40.35,2019-01-01 21:15:36,Audrey,Hickman
Hulu Streaming,entertainment,20.0,2019-01-01 21:15:42,Thomas,Jenkins
Mortgage Payment,home,71.32,2019-01-01 21:16:16,Cody,Miller
JCPenney,shopping_pos,3.4,2019-01-01 21:16:18,Susan,Hardy
Sephora Cosmetics,personal_care,86.69,2019-01-01 21:16:43,Gregory,Wallace
Sports Game Tickets,entertainment,95.82,2019-01-01 21:17:07,Brent,Terrell
School Supplies,kids_pets,132.24,2019-01-01 21:17:32,Tanya,Williams
Home Goods Store,home,44.03,2019-01-01 21:17:49,Amanda,Smith
Coffee Shop,food_dining,104.63,2019-01-01 21:18:38,Bethany,Andrade
Beauty Treatment,personal_care,7.22,2019-01-01 21:18:41,Stacy,Lambert
Pet Food,kids_pets,27.69,2019-01-01 21:19:38,Barbara,Lowe
Olive Garden Restaurant,food_dining,57.14,2019-01-01 21:19:39,Anthony,Allen
Home Loan,home,170.1,2019-01-01 21:20:20,Julia,Bell
Sephora Cosmetics,personal_care,53.64,2019-01-01 21:20:37,Katherine,Tucker
Bakery,food_dining,41.01,2019-01-01 21:20:46,Ashley,Cruz
Beauty Supply Store,personal_care,4.44,2019-01-01 21:21:31,Mark,Wood
Pet Care,kids_pets,18.2,2019-01-01 21:22:35,Phillip,Robertson
Petco Pet Store,kids_pets,19.6,2019-01-01 21:23:05,Sabrina,Nolan
Hotel Accommodation,travel,5.21,2019-01-01 21:23:29,Richard,Barnes
Etsy Handmade,shopping_net,405.28,2019-01-01 21:23:40,Anna,Logan
Insurance Premium,misc_pos,92.64,2019-01-01 21:23:54,Andrew,Mcgee
Menards Hardware,home,28.06,2019-01-01 21:24:42,Willie,Jordan
Department Store,shopping_pos,8.3,2019-01-01 21:25:11,Stephanie,Gill
Department Store,shopping_pos,7.69,2019-01-01 21:25:23,Cassandra,Sanders
Personal Trainer,health_fitness,22.31,2019-01-01 21:25:39,Natasha,Mclaughlin
KFC Chicken,food_dining,67.11,2019-01-01 21:26:27,Robert,Long
Health Checkup,health_fitness,21.53,2019-01-01 21:26:41,Leslie,Ford
Beauty Treatment,personal_care,25.43,2019-01-01 21:26:48,Julie,Johnson
Applebees Grill,food_dining,20.93,2019-01-01 21:27:16,Daniel,Briggs
Internet Bill,home,61.2,2019-01-01 21:27:19,Savannah,Lewis
Barber Shop,personal_care,33.78,2019-01-01 21:28:54,Adam,Santos
Walmart Online,shopping_net,2.27,2019-01-01 21:29:42,Stephen,Marshall
Red Lobster,food_dining,2.02,2019-01-01 21:30:29,Juan,Sherman
PetSmart,kids_pets,35.95,2019-01-01 21:30:37,Patrick,Vaughan
Furniture Store,home,17.4,2019-01-01 21:30:55,John,Davis
Internet Order,shopping_net,447.78,2019-01-01 21:31:03,Kristina,Stewart
Prescription Medicine,health_fitness,39.57,2019-01-01 21:31:36,Michelle,Johnston
CVS Pharmacy,misc_pos,2.7,2019-01-01 21:31:40,Monica,Tucker
Movie Tickets,entertainment,4.74,2019-01-01 21:32:55,Laura,Walker
TGI Fridays,food_dining,28.54,2019-01-01 21:33:29,Scott,Fuller
Entertainment Venue,entertainment,45.1,2019-01-01 21:33:39,Helen,Campbell
Nordstrom Online,shopping_net,704.59,2019-01-01 21:34:03,Jose,Vasquez
Hardware Store,home,24.46,2019-01-01 21:34:22,Kyle,Wilkinson
Bed Bath Beyond,home,15.04,2019-01-01 21:34:37,Joshua,Carpenter
Fitness Membership,health_fitness,113.84,2019-01-01 21:34:41,Kenneth,Sanchez
Department Store,shopping_pos,120.31,2019-01-01 21:35:14,Valerie,Davis
